,Attributes,Description,age
0,Latin Name,Salix acutifolia,
1,Common Name,Sharp-Leaf Willow,
2,Family,Salicaceae,
3,USDA hardiness,4-8,
4,Known Hazards,None known,
5,Habitats,Not known,
6,Range,N. Europe to E. Asia.,
7,Edibility Rating,(1 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Wet Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/SalixAcutifolia.jpg, https://pfaf.org/../Admin/PlantImages/noplantimage2.JPG",
13,Summary,,
14,Physical Characteristics,"Salix acutifolia is a deciduous Shrub growing to 10 m (32ft 10in).  See above for USDA hardiness. It is hardy to UK zone 5 and is not frost tender. The species is dioecious (individual flowers are either male or female, but only one sex is to be found on any one plant so both male and female plants must be grown if seed is required).  and is pollinated by Bees. The plant is not self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and can grow in heavy clay soil. Suitable pH: mildly acid and neutral soils. It cannot grow in the shade. It prefers  moist or  wet soil. The plant can tolerate maritime exposure.",
15,Synonyms,S. daphnoides acutifolia.,
16,Plant Habitats,Woodland Garden Secondary; Sunny Edge; Dappled Shade;,
17,Edible Parts,"Leaves: ,Shoots: ",
18,Edible Uses,Inner bark: the bark that is found just beneath the tough outer bark of trees and shrubs.,
19,Edible Uses Description,"- raw or cooked. It can be dried, ground into a powder and added to cereal flours for use in making bread etc. A famine food, it is only used when all else fails[172]. Young shoots - cooked. They are not very palatable[172].",
20,Medicinal Uses,"Anodyne: Relieves pain, it is milder than an analgesic.,Febrifuge: Reduces fevers.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Anodyne  FebrifugeThe fresh bark of all members of this genus contains salicin[226], which probably decomposes into salicylic acid (closely related to aspirin) in the human body[213]. This is used as an anodyne and febrifuge[226].",
22,Other Uses,"Basketry: Plant used in making baskets and other items such as chairs. Includes plants that are only used as an ornamental addition.,Shelterbelt: Wind resistant plants than can be grown to provide shelter in the garden etc.,Soil stabilization: Plants that can be grown in places such as sand dunes in order to prevent erosion by wind, water or other agents.",
23,Other Uses Description,"Stems are very flexible and are used in basket making[46, 61]. The plant is usually coppiced annually when grown for basket making, though it is possible to coppice it every two years if thick poles are required as uprights. Trees can be planted in shelter-belts for protection against the wind[166]. The extensive root system of this plant is good for binding sandy soils[11]. Dynamic accumulator.",
24,Cultivation Details,,
25,Cultivation Details Description,"Succeeds in most soils, including wet, ill-drained or intermittently flooded soils[1, 11], but prefers a damp, heavy soil in a sunny position[200]. Rarely thrives on chalk[200]. Very wind-resistant, tolerating maritime exposure[166]. Hybridizes freely with other members of this genus[200]. Although the flowers are produced in catkins early in the year, they are pollinated by bees and other insects rather than by the wind[11]. Closely related to S. daphnoides[200] and considered to be a part of that species by some authorities[11, 17]. Some named forms have been developed for their ornamental value[182]. There are also named forms cultivated for basket making[46, 61]. Plants in this genus are notably susceptible to honey fungus[200]. Dioecious. Male and female plants must be grown if seed is required.",
26,Plant Propagation,"Seed - must be surface sown as soon as it is ripe in late spring. It has a very short viability, perhaps as little as a few days. Cuttings of mature wood of the current year's growth, November to February in a sheltered outdoor bed or planted straight into their permanent position and given a good weed-suppressing mulch. Very easy. Plant into their permanent positions in the autumn. Cuttings of half-ripe wood, June to August in a frame. Very easy.",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
